term,estimate,std.error,statistic,p.value,conf.low,conf.high,model
"intention_4cat2+ years, intends",2.146,0.19152245492767653,3.9865474568501633,1e-4,1.467,3.113,M1
intention_4cat1–2 years,4.015,0.16237725090146607,8.5605851618979365,0,2.924,5.53,M1
intention_4cat< 1 year,26.759,0.18729940144152177,17.548834971924332,0,18.65,38.888,M1
